Customer Id,Age,Edu,Years Employed,Income,Card Debt,Other Debt,Defaulted,Address,DebtIncomeRatio
115,32,1,7,23,0.861,1.393,,NBA010,9.8
116,39,2,9,32,1.43,0.682,0,NBA012,6.6
117,30,1,4,18,0.227,1.699,0,NBA002,10.7
118,33,1,16,46,2.4,1.326,,NBA012,8.1
119,32,2,12,63,5.55,5.916,0,NBA003,18.2
120,33,1,7,26,0.543,1.017,0,NBA006,6
121,29,2,6,21,0.369,2.046,0,NBA004,11.5
122,28,2,5,37,1.124,1.947,0,NBA002,8.3
123,33,4,9,32,0.496,1.264,0,NBA008,5.5
124,39,2,16,53,0.694,1.267,0,NBA012,3.7
125,32,1,10,42,1.54,2.282,0,NBA011,9.1
126,46,1,9,72,0.828,2.772,,NBA006,5
127,32,2,3,47,0.429,0.464,0,NBA013,1.9
128,28,2,5,25,0.339,0.386,0,NBA006,2.9
129,26,1,2,21,1.023,3.135,0,NBA006,19.8
130,27,1,0,16,0.183,0.089,0,NBA001,1.7
131,35,1,16,36,0.179,1.045,0,NBA015,3.4
132,35,1,16,57,1.143,4.842,0,NBA010,10.5
133,31,2,6,25,2.332,0.543,0,NBA005,11.5
134,32,3,5,23,0.326,0.709,0,NBA009,4.5
135,29,1,9,25,1.07,2.405,0,NBA000,13.9
136,35,4,4,29,1.844,1.346,0,NBA016,11
137,48,2,21,86,0.146,0.886,,NBA014,1.2
138,24,1,4,19,1.185,0.905,,NBA000,11
139,44,1,12,31,0.358,2.649,0,NBA003,9.7
140,40,2,5,35,1.584,4.156,1,NBA012,16.4
141,36,2,13,41,2.918,3.806,1,NBA006,16.4
142,23,2,0,21,0.455,1.372,0,NBA004,8.7
143,26,2,8,40,0.444,4.276,0,NBA001,11.8
144,30,1,8,23,0.762,1.998,0,NBA006,12
145,34,1,12,68,7.817,9.251,1,NBA005,25.1
146,28,3,2,30,1.522,4.448,0,NBA005,19.9
147,37,1,18,58,2.868,3.106,,NBA009,10.3
148,46,3,3,43,3.042,2.634,1,NBA013,13.2
149,24,2,1,42,0.838,1.556,0,NBA002,5.7
150,25,2,6,26,0.07,1.1,0,NBA002,4.5
151,33,1,14,37,0.199,0.763,0,NBA002,2.6
152,46,1,7,41,0.585,9.009,,NBA006,23.4
153,38,3,4,31,1.332,1.551,1,NBA006,9.3
154,47,1,3,21,0.068,3.166,,NBA001,15.4
155,34,2,9,65,2.108,1.922,0,NBA009,6.2
156,35,1,16,37,4.213,2.151,,NBA000,17.2
157,39,1,22,113,0.987,1.951,0,NBA009,2.6
158,44,1,24,101,2.992,2.664,0,NBA010,5.6
159,28,2,1,24,1.338,2.766,1,NBA008,17.1
160,31,3,9,59,3.11,5.504,1,NBA007,14.6
161,24,1,1,20,0.325,0.495,,NBA000,4.1
162,36,3,13,39,2.801,4.687,0,NBA003,19.2
163,35,2,14,82,0.468,0.188,0,NBA003,0.8
164,31,1,11,47,2.864,2.259,0,NBA012,10.9
165,28,2,6,22,0.65,1.88,0,NBA009,11.5
166,36,4,8,32,0.025,0.487,0,NBA000,1.6
167,31,3,6,54,0.402,1.11,0,NBA008,2.8
168,30,1,11,27,0.074,0.169,0,NBA009,0.9
169,26,1,10,24,0.311,0.337,0,NBA006,2.7
170,48,4,3,45,0.975,3.435,0,NBA023,9.8
171,39,2,16,89,5.002,7.725,0,NBA009,14.3
172,31,1,7,20,0.111,2.349,0,NBA002,12.3
173,31,3,9,28,0.122,0.606,0,NBA002,2.6
174,27,3,3,45,0.292,4.658,1,NBA004,11
175,31,1,13,27,0.238,1.112,0,NBA012,5
176,53,1,0,27,2.754,5.049,1,NBA026,28.9
177,40,1,15,55,0.856,2.169,0,NBA014,5.5
178,26,1,7,22,0.209,0.913,0,NBA003,5.1
179,29,2,5,36,3.491,0.973,1,NBA004,12.4
180,52,1,19,89,0.397,3.786,0,NBA025,4.7
181,39,2,2,46,4.004,3.356,1,NBA012,16
182,33,2,13,40,0.181,2.699,0,NBA002,7.2
183,24,1,7,21,0.52,0.803,0,NBA002,6.3
184,47,1,29,129,20.561,12.076,1,NBA018,25.3
185,41,3,2,15,1.961,1.984,1,NBA000,26.3
186,26,2,6,45,6.049,5.651,0,NBA007,26
187,48,1,3,24,0.764,0.916,0,NBA007,7
188,37,1,13,24,0.602,1.534,0,NBA005,8.9
189,37,1,20,41,0.899,4.39,,NBA013,12.9
190,46,4,7,73,0.556,0.247,,NBA016,1.1
191,30,1,8,27,3.744,1.737,,NBA011,20.3
192,47,1,15,30,2.212,5.138,0,NBA001,24.5
193,37,3,16,75,0.022,0.053,,NBA008,0.1
194,37,2,0,31,0.118,0.161,1,NBA013,0.9
195,40,2,15,73,1.033,1.449,0,NBA016,3.4
196,35,3,5,30,1.526,1.654,,NBA013,10.6
197,21,2,0,16,0.15,0.938,0,NBA001,6.8
198,52,1,24,64,3.93,2.47,0,NBA014,10
199,47,3,16,221,15.792,23.104,1,NBA026,17.6
200,41,3,0,26,0.099,0.343,0,NBA021,1.7
201,47,1,27,113,2.381,8.015,0,NBA008,9.2
202,38,2,0,21,0.612,0.354,,NBA018,4.6
203,22,3,1,25,1.977,1.473,1,NBA003,13.8
204,39,1,8,21,0.276,0.564,0,NBA000,4
205,45,1,8,27,0.416,0.286,,NBA025,2.6
206,51,1,10,44,4.96,0.848,1,NBA001,13.2
207,33,2,10,26,0.031,0.775,0,NBA004,3.1
208,43,1,25,242,1.636,4.656,0,NBA016,2.6
209,40,1,22,95,0.633,2.787,0,NBA004,3.6
210,27,4,2,23,0.32,0.991,1,NBA008,5.7
211,31,1,11,25,0.141,2.134,0,NBA008,9.1
212,34,1,10,48,0.264,2.184,,NBA012,5.1
213,37,1,9,57,1.357,1.778,0,NBA008,5.5
214,44,4,18,78,0.565,0.215,,NBA023,1
215,42,1,3,24,0.667,1.877,0,NBA010,10.6
216,25,1,3,16,1.011,1.837,1,NBA002,17.8
217,39,2,7,68,1.017,7.823,1,NBA002,13
218,26,4,1,64,7.754,7.158,,NBA006,23.3
219,36,1,19,45,0.92,4.525,,NBA008,12.1
220,48,1,15,60,0.321,0.939,0,NBA005,2.1
221,21,2,0,21,0.488,2.137,1,NBA002,12.5
222,40,3,17,116,2.561,4.399,0,NBA011,6
223,31,2,9,30,0.602,1.138,0,NBA001,5.8
224,23,4,0,23,0.468,1.073,0,NBA002,6.7
225,31,1,6,21,0.729,1.014,0,NBA009,8.3
226,31,1,7,23,0.225,0.902,0,NBA010,4.9
227,50,3,18,102,5.782,8.6,0,NBA027,14.1
228,29,1,1,31,0.156,2.324,0,NBA008,8
229,37,3,5,29,1.405,5.729,0,NBA017,24.6
230,46,1,16,52,3.032,3.676,1,NBA018,12.9
231,39,1,9,35,0.233,1.517,0,NBA006,5
232,34,1,14,28,1.138,3.622,0,NBA008,17
233,27,1,11,56,4.637,4.827,0,NBA008,16.9
234,23,1,6,15,1.375,0.53,,NBA002,12.7
235,41,1,24,83,6.589,5.031,0,NBA012,14
236,29,1,1,18,0.03,0.168,0,NBA001,1.1
237,44,1,19,40,0.344,4.016,,NBA009,10.9
238,24,2,0,15,0.321,2.094,1,NBA002,16.1
239,32,3,9,51,2.686,9.044,0,NBA010,23
240,23,2,3,34,0.262,1.234,0,NBA004,4.4
241,31,1,4,28,0.291,2.873,0,NBA010,11.3
242,36,1,15,39,0.686,0.562,0,NBA010,3.2
243,25,1,3,31,0.881,1.63,,NBA005,8.1
244,26,1,10,32,0.126,1.378,0,NBA002,4.7
245,43,1,4,26,0.751,1.095,,NBA011,7.1
246,47,1,29,169,0.349,3.369,,NBA020,2.2
247,43,1,10,69,0.411,4.005,0,NBA009,6.4
248,37,1,18,54,4.593,1.941,0,NBA008,12.1
249,35,4,10,45,1.04,2.785,,NBA012,8.5
250,28,4,1,26,0.377,2.847,0,NBA003,12.4
251,28,1,8,30,0.613,1.547,0,NBA006,7.2
252,26,3,2,37,0.205,5.049,0,NBA001,14.2
253,39,1,10,31,0.185,1.303,0,NBA004,4.8
254,34,2,3,21,1.402,3.449,0,NBA008,23.1
255,51,3,16,82,2.605,1.003,0,NBA025,4.4
256,28,2,3,41,5.897,4.394,1,NBA004,25.1
257,39,1,20,39,0.774,2.424,0,NBA012,8.2
258,23,1,3,19,0.279,1.317,1,NBA000,8.4
259,23,1,3,13,0.046,0.357,,NBA004,3.1
260,21,1,4,26,1.421,0.893,0,NBA000,8.9
261,40,1,3,23,0.409,1.178,0,NBA013,6.9
262,26,4,1,92,6.506,5.454,,NBA005,13
263,32,2,12,54,3.196,4.58,0,NBA001,14.4
264,29,3,3,50,0.259,0.941,1,NBA003,2.4
265,43,1,25,64,0.951,9.737,0,NBA021,16.7
266,55,1,3,40,0.563,2.637,1,NBA011,8
267,30,1,12,40,1.249,1.551,,NBA004,7
268,38,3,15,63,5.091,3.351,0,NBA018,13.4
269,40,1,2,28,0.185,1.803,0,NBA003,7.1
270,43,1,12,38,0.129,1.239,0,NBA011,3.6
271,35,2,1,24,0.591,2.409,1,NBA008,12.5
272,24,1,8,24,0.382,0.818,0,NBA004,5
273,35,1,11,40,0.572,0.588,,NBA009,2.9
274,39,2,18,47,1.565,2.007,,NBA018,7.6
275,41,2,5,25,0.393,2.157,0,NBA005,10.2
276,28,1,2,17,0.199,0.226,1,NBA002,2.5
277,24,2,2,28,1.787,3.057,1,NBA000,17.3
278,40,3,3,55,1.751,7.324,1,NBA015,16.5
279,29,1,8,27,0.402,2.244,0,NBA006,9.8
280,26,2,4,28,0.226,2.434,0,NBA003,9.5
281,27,1,5,26,0.13,0.182,,NBA005,1.2
282,50,1,30,150,13.553,35.197,,NBA008,32.5
283,41,1,15,120,2.659,0.821,0,NBA014,2.9
284,26,1,0,14,0.256,1.214,0,NBA000,10.5
285,48,1,22,100,3.704,5.396,0,NBA015,9.1
286,35,2,1,24,0.417,1.455,,NBA011,7.8
287,35,1,15,77,5.501,2.661,0,NBA001,10.6
288,23,1,7,31,0.338,1.708,0,NBA002,6.6
289,39,2,20,101,0.341,1.073,0,NBA017,1.4
290,38,1,21,58,4.584,4.986,0,NBA016,16.5
291,30,1,4,33,0.5,0.886,0,NBA000,4.2
292,44,2,8,43,0.555,1.595,,NBA018,5
293,33,1,0,23,0.077,0.13,0,NBA012,0.9
294,34,1,15,39,4.373,5.26,1,NBA002,24.7
295,27,2,6,34,0.238,1.258,0,NBA001,4.4
296,30,1,1,22,1.139,1.171,0,NBA010,10.5
297,27,2,1,20,0.377,1.683,1,NBA000,10.3
298,29,1,9,30,0.155,2.305,0,NBA008,8.2
299,25,4,1,34,0.133,2.757,1,NBA001,8.5
300,41,1,23,91,0.573,11.894,0,NBA002,13.7
301,42,2,11,73,2.869,2.095,0,NBA005,6.8
302,38,3,12,64,0.895,2.817,0,NBA018,5.8
303,23,1,5,17,0.302,1.041,0,NBA002,7.9
304,33,1,2,24,1.041,1.263,0,NBA010,9.6
305,31,1,2,22,1.739,1.869,1,NBA002,16.4
306,37,2,6,62,1.186,4.084,0,NBA013,8.5
307,40,1,10,45,2.013,6.447,0,NBA015,18.8
308,31,1,3,16,3.065,2.103,,NBA005,32.3
309,35,2,3,40,1.803,5.077,1,NBA011,17.2
310,38,1,6,41,0.266,3.383,0,NBA000,8.9
311,30,2,8,56,0.333,3.251,0,NBA004,6.4
312,30,1,1,17,0.746,1.124,0,NBA008,11
313,44,1,2,22,1.092,1.02,,NBA015,9.6
314,29,2,3,15,0.147,0.243,0,NBA008,2.6
315,39,1,19,45,0.916,0.749,0,NBA016,3.7
316,26,1,0,17,0.142,0.708,,NBA005,5
317,36,1,5,27,0.724,1.166,,NBA002,7
318,31,2,0,27,1.089,2.367,1,NBA004,12.8
319,38,2,12,40,0.898,1.142,,NBA014,5.1
320,38,1,0,23,0.898,0.965,1,NBA008,8.1
321,41,3,13,91,2.316,20.616,1,NBA013,25.2
322,41,2,2,30,0.113,1.897,0,NBA022,6.7
323,45,3,5,94,3.612,6.258,1,NBA017,10.5
324,24,1,4,23,0.242,0.885,,NBA001,4.9
325,22,1,4,16,0.084,0.108,0,NBA001,1.2
326,34,1,13,56,0.864,2.552,0,NBA008,6.1
327,25,1,0,18,0.514,2.888,1,NBA002,18.9
328,29,2,6,18,0.45,0.468,1,NBA007,5.1
329,35,2,13,105,1.418,0.577,0,NBA003,1.9
330,39,1,19,48,1.93,4.358,0,NBA005,13.1
331,34,1,17,59,1.808,2.912,0,NBA003,8
332,44,2,21,113,3.192,11.724,0,NBA014,13.2
333,23,2,0,21,0.776,1.618,1,NBA002,11.4
334,46,1,6,31,1.986,1.796,0,NBA019,12.2
335,41,4,9,47,0.437,1.913,0,NBA013,5
336,52,1,9,24,0.802,3.806,1,NBA011,19.2
337,23,1,1,17,0.012,0.26,0,NBA000,1.6
338,48,1,28,70,4.334,4.066,0,NBA025,12
339,35,1,10,24,1.084,4.028,,NBA003,21.3
340,53,2,16,44,1.333,1.131,0,NBA031,5.6
341,39,3,11,39,2.561,2.47,0,NBA017,12.9
342,37,1,20,56,0.543,0.521,0,NBA002,1.9
343,34,1,12,32,0.239,0.625,,NBA015,2.7
344,49,2,2,20,0.379,3.001,1,NBA013,16.9
345,39,1,23,75,3.133,11.042,0,NBA001,18.9
346,42,2,7,41,0.941,0.945,0,NBA023,4.6
347,28,2,1,16,0.574,1.778,0,NBA004,14.7
348,27,3,5,75,2.207,2.518,0,NBA001,6.3
349,24,1,2,21,0.025,0.101,0,NBA001,0.6
350,34,1,5,33,0.778,1.631,0,NBA003,7.3
351,47,1,31,136,14.231,17.185,1,NBA009,23.1
352,26,4,1,27,0.312,0.471,0,NBA007,2.9
353,35,1,17,42,0.093,1.167,0,NBA004,3
354,31,1,6,33,0.146,1.24,0,NBA012,4.2
355,29,1,13,27,0.069,0.552,0,NBA007,2.3
356,44,1,9,33,0.546,1.17,0,NBA020,5.2
357,40,2,13,102,6.227,13.051,1,NBA011,18.9
358,36,4,1,30,0.324,3.126,0,NBA017,11.5
359,32,3,6,22,0.385,1.089,,NBA012,6.7
360,21,1,1,18,0.159,2.955,0,NBA001,17.3
361,42,4,15,186,2.404,4.292,0,NBA008,3.6
362,37,2,4,20,0.174,4.166,1,NBA011,21.7
363,24,1,6,21,0.108,0.984,0,NBA002,5.2
364,24,4,0,29,0.59,1.324,1,NBA003,6.6
365,46,3,4,73,2.223,1.719,0,NBA017,5.4
366,28,1,2,16,0.871,1.561,0,NBA009,15.2
367,41,1,16,68,0.448,3.224,0,NBA017,5.4
368,46,5,15,126,0.477,3.429,0,NBA000,3.1
369,51,2,22,120,4.14,4.98,0,NBA023,7.6
370,36,1,17,54,0.727,1.649,0,NBA006,4.4
371,25,1,1,20,0.472,0.868,1,NBA000,6.7
372,27,2,3,33,1.633,2.723,0,NBA005,13.2
373,43,1,23,72,1.182,4.29,0,NBA019,7.6
374,53,1,6,27,0.594,1.134,1,NBA007,6.4
375,32,1,4,16,0.894,3.666,1,NBA003,28.5
376,36,1,0,25,2.778,2.147,0,NBA013,19.7
377,29,2,9,30,3.646,2.864,,NBA008,21.7
378,35,1,18,42,0.205,2.903,0,NBA002,7.4
379,32,2,0,18,0.296,0.748,1,NBA006,5.8
380,25,2,1,14,0.233,1.153,,NBA003,9.9
381,42,1,2,30,1.472,1.438,0,NBA016,9.7
382,25,1,9,20,0.105,0.595,0,NBA002,3.5
383,20,3,0,17,0.044,0.347,0,NBA001,2.3
384,50,1,4,23,0.141,2.734,0,NBA004,12.5
385,46,2,22,144,3.325,12.659,0,NBA017,11.1
386,33,1,15,32,0.491,1.941,0,NBA003,7.6
387,43,1,19,79,0.782,5.143,0,NBA011,7.5
388,30,2,4,21,0.492,3.351,0,NBA004,18.3
389,34,1,3,36,0.624,1.068,0,NBA014,4.7
390,37,1,3,25,0.276,0.649,0,NBA003,3.7
391,38,1,4,19,1.245,1.339,0,NBA009,13.6
392,32,2,11,57,5.44,8.126,1,NBA004,23.8
393,39,1,15,39,0.14,0.562,0,NBA016,1.8
394,31,1,7,41,2.996,9.591,1,NBA011,30.7
395,25,1,5,22,0.403,1.995,0,NBA005,10.9
396,31,2,12,44,1.867,2.357,,NBA008,9.6
397,29,2,0,23,1.242,0.598,,NBA007,8
398,45,2,21,132,2.558,1.402,0,NBA026,3
399,39,1,4,38,1.178,1.292,0,NBA009,6.5
400,34,1,4,23,0.617,0.671,,NBA006,5.6
401,24,2,3,24,2.173,2.411,0,NBA001,19.1
402,30,1,10,19,0.336,0.5,0,NBA002,4.4
403,30,1,0,19,0.624,2.53,1,NBA008,16.6
404,27,1,0,18,0.583,1.721,0,NBA007,12.8
405,31,1,5,25,1.177,2.348,0,NBA003,14.1
406,47,3,9,52,2.54,7.912,1,NBA001,20.1
407,47,2,4,33,1.195,1.148,1,NBA009,7.1
408,45,2,15,51,1.551,7.68,0,NBA014,18.1
409,31,4,7,97,1.827,3.993,,NBA012,6
410,45,1,7,29,0.739,1.03,,NBA017,6.1
411,29,1,12,40,1.632,1.048,0,NBA002,6.7
412,36,2,12,60,1.721,3.019,0,NBA013,7.9
413,29,2,10,44,3.703,4.261,0,NBA008,18.1
414,39,1,2,22,1.916,3.166,1,NBA015,23.1
415,22,2,0,35,0.781,2.369,1,NBA001,9
416,46,1,14,35,1.349,2.221,0,NBA025,10.2
417,38,1,21,65,2.533,8.387,,NBA017,16.8
418,37,1,1,24,1.801,1.823,1,NBA003,15.1
419,42,1,12,51,2.412,8.502,0,NBA011,21.4
420,36,1,4,25,0.144,0.856,,NBA017,4
421,34,1,18,53,0.84,4.725,0,NBA010,10.5
422,38,3,12,63,5.715,4.365,1,NBA014,16
423,27,1,11,21,0.915,1.479,,NBA001,11.4
424,35,2,9,30,0.65,1.63,0,NBA016,7.6
425,48,1,10,70,10.679,9.061,,NBA000,28.2
426,45,2,18,35,0.548,5.542,0,NBA019,17.4
427,43,1,4,29,0.053,1.281,0,NBA002,4.6
428,54,1,9,28,1.558,2.586,1,NBA002,14.8
429,35,3,7,38,1.383,4.355,0,NBA005,15.1
430,28,1,4,19,0.287,0.492,0,NBA007,4.1
431,39,1,16,52,4.16,6.24,0,NBA004,20
432,43,1,8,32,1.234,4.846,,NBA000,19
433,32,2,2,15,0.119,1.246,1,NBA011,9.1
434,22,3,0,18,0.478,0.908,0,NBA001,7.7
435,41,3,18,71,6.566,4.581,1,NBA006,15.7
436,34,2,4,25,0.57,0.88,0,NBA010,5.8
437,34,2,9,27,0.295,0.164,0,NBA007,1.7
438,31,1,1,24,0.217,0.863,0,NBA001,4.5
439,55,1,19,78,4.405,7.763,0,NBA002,15.6
440,40,1,21,46,0.967,1.885,0,NBA021,6.2
441,41,1,13,44,0.071,0.677,0,NBA010,1.7
442,43,2,10,37,0.676,2.469,0,NBA024,8.5
443,36,1,6,26,0.03,2.128,0,NBA009,8.3
444,51,2,31,249,4.273,15.149,0,NBA014,7.8
445,40,1,17,55,2.126,4.144,,NBA005,11.4
446,27,3,5,42,2.708,5.65,1,NBA004,19.9
447,36,2,11,49,0.273,0.364,0,NBA008,1.3
448,38,1,5,54,1.5,4.224,0,NBA005,10.6
449,47,1,17,43,0.588,1.82,0,NBA021,5.6
450,33,1,13,42,0.228,1.284,0,NBA013,3.6
451,41,3,12,86,4.991,17.799,1,NBA011,26.5
452,33,1,9,29,1.349,2.653,1,NBA004,13.8
453,21,3,0,26,1.53,0.472,0,NBA001,7.7
454,34,1,0,21,0.187,1.325,0,NBA001,7.2
455,51,2,27,166,0.821,18.269,0,NBA021,11.5
456,36,2,0,30,0.329,2.581,0,NBA017,9.7
457,23,2,0,17,2.044,2.665,1,NBA001,27.7
458,34,1,4,28,1.058,1.574,,NBA003,9.4
459,29,1,7,22,0.551,1.583,0,NBA009,9.7
460,46,3,9,60,1.607,7.574,0,NBA010,15.3
461,45,3,2,39,0.459,1.452,0,NBA005,4.9
462,41,3,17,176,11.359,5.009,1,NBA012,9.3
463,28,1,4,16,1.085,2.723,0,NBA001,23.8
464,37,1,6,29,1.716,3.011,0,NBA009,16.3
465,25,1,8,35,0.077,0.938,0,NBA001,2.9
466,48,3,0,19,0.85,1.202,0,NBA027,10.8
467,37,3,12,83,0.32,3.083,0,NBA008,4.1
468,32,1,3,23,0.053,1.373,0,NBA010,6.2
469,31,1,15,60,0.804,2.076,0,NBA002,4.8
470,48,4,14,59,4.936,4.799,1,NBA010,16.5
471,45,1,22,91,1.256,9.391,0,NBA024,11.7
472,41,2,6,36,1.486,3.518,,NBA007,13.9
473,39,1,19,46,2.516,1.67,0,NBA008,9.1
474,41,1,19,96,2.254,5.234,0,NBA001,7.8
475,50,2,15,60,0.468,0.192,0,NBA031,1.1
476,22,3,0,23,0.373,1.559,1,NBA000,8.4
477,43,2,6,54,0.622,4.562,0,NBA024,9.6
478,33,1,8,27,0.777,0.789,0,NBA007,5.8
479,29,1,11,32,0.927,0.993,0,NBA007,6
480,24,1,3,21,2.682,3.387,1,NBA003,28.9
481,27,1,6,52,1.902,5.274,,NBA002,13.8
482,37,4,1,33,2.694,2.619,1,NBA014,16.1
483,34,2,8,78,2.157,2.055,0,NBA006,5.4
484,22,1,1,17,0.806,2.356,0,NBA003,18.6
485,41,1,4,25,1.06,1.464,0,NBA019,10.1
